EndID,Level,StudentID,EndName,Description,信任,气质,思维,口才,体质,GESymbol,GoodAndEvil,语文,数学,英语,政治,历史,地理,物理,化学,生物,音乐,表演,舞蹈,手工,棋技,种植,摄影,烹饪,考古,编程,绘画,运动,FriendID,FriendshipValue
72,4,all,农业教授,"name毕业后留在了学校工作，开启了科研生涯。TA经常在试验田中研究，一蹲就是一整天。之后多年勤勤恳恳，没有丝毫懈怠。皇天不负有心人，研究3年后name拿出了花生的无土栽培新方法，5年后开始大规模试种。这一技术有望配合全株榨油技术，实现“一条龙”生产花生油。
name也就是短短7年就升职成为正教授的，可以说是奇才了。",,,,35,20,,,500,500,500,,,,,,600,,,,,,600,,,,,,,null,0
73,5,all,农学院士,"name毕业后留在了学校工作，与众多生物学家一同研究，之后几年论文频发，获得了广泛的关注。
在一次油菜培育中发现了一株及其脆弱的油菜，经研究发现这种植株的茎秆表皮细胞衰老后不会失去水分，也不会形成硬质物。进过多代的选育，已经可以作为良种进行商业种植了。
这种油菜由于缺少硬质而口感极佳，这一特点让油菜的最佳食用周期延长了3个月，现已成为热门蔬菜中的热门蔬菜。
name改良油菜后又陆续改良了荷兰豆、芥菜的品种，最终获得科学院与工程院双院士称号。",,,60,,,,,900,900,900,,,,,900,900,,,,,,900,,,,,,,null,0
74,2,all,偷窥狂,"name没有参加工作，利用家里的存款在网络上买了一些二手摄像机，安装在一些私密场所，通过出售里面的视频获利。
一次日常作案中被机智的学生通过红外光发现，作案工被警方紧盯，最后name在取回工具时被发现，被判入狱。
你看到这条消息时非常震惊，但想到往年对name教育的疏忽，你陷入了深深的自责......",,,,,,<,-10,,,,,,,,,,,,,,,,400,,,,,,null,0
75,2,all,摄影爱好者,"name辞去了售货员的工作，利用存款买了一台专业摄像机，通过接单摄影谋生。
name的工作很不稳定，逢年过节忙到晕厥，平时闲到发霉。好在TA还能在网店中提供修图、视频制作的服务，获取一些额外收入。
常年有上顿没下顿的工作，导致name患上了胃病，经常需要药物维持，生活越发艰辛。",,,,,,>,0,,,,,,,,,,,,,,,,400,,,,,,null,0
76,2,all,职业取材者,"name是一位专业的全景摄影师，专注于在各种景点取材，然后发布在网上售卖。不过最近name似乎跟某大公司合作，开始在黑湖市的各种犄角旮旯里中游走，看似非常匆忙。
你想了想，或许TA的照片以后能拿来做摄影比赛的素材......",,,,,,>,0,,,,,,400,,,,,,,,,,600,,,,,200,null,0
77,4,all,荒野摄影师,"看过科教频道的动物影片吗？没错，在曾经无人摄像机不普及的时候，那都是荒野摄影师们历经千辛万苦拍摄下来的宝贵影像。而现在name也成为了他们中的一员。
虽然现在有着无人机、拟态摄影机的辅助，但是依旧需要人在附近操控。而专注拍摄的摄影师往往会忘记周围的危险，name的摄影老师就是这样失去一条腿的。
据说name已经前往深海拍摄了，希望未来name可以给我们带来新的视觉盛宴。",,,,,20,>,0,,,,,,700,,,,,,,,,,600,,,,,600,null,0
78,5,all,奥运摄影师,"name不是一般人，说TA不是人也行。你见过山地自行车比赛，骑得比第一名还快的摄影师吗？你见过滑雪比赛，始终保持在第一名前20米的摄影师吗？你见过跑马拉松，不需要交通工具的跟拍摄影师吗？没错，TA就是name，一位由于太无敌而转行摄影师的运动员。
name就是活体赛场检测员，如果当日没有运动员能超过name，那就说明今天的比赛非常无聊，而一旦超过了摄影师，那就是无上的荣誉，即使成绩不理想，也可以说“场地不行，你看name都没发挥好”。
而观众们喜闻乐见的是，冠军们苦巴巴地接过金牌，放出将来要超过摄影师的豪言。",,,,,60,>,0,,,,,,,,,,,,,,,,800,,,,,800,null,0
79,3,all,动画师,"name是二向箔游戏的动画师，专门负责做一些如树叶摇摆、飞鸟、小动物、机械臂的动画。
口头禅是“建模你的骨骼绑定得不好”，然后自己调整一波。在工作中name特别喜欢把Z轴朝上，然后义正言辞地说：“从小学到大学，我就没见过不是Z轴朝上的！”",,,,,,>,0,,,,,,,,,,,,,,,,600,,,400,,,null,0
80,3,all,特效师,"name是二向箔游戏的特效师，制作过许多令人眼前一亮的特效。
name已经习惯了粒子特效，什么都用粒子来做。虽然粒子很方便、很直观，但瓶颈也很明显，如果想要升职，那么name必须做出一些改变。",,,35,,,>,0,,,,,,,,,,,,,,,,800,,,400,,,null,0
81,4,all,高级动画师,"name是二向箔游戏的高级动画师，专门制作游戏内生物的动作动画。
虽然动作捕捉大行其道，但还有许多动作是演员门办不到了，总是需要微调。对于工作的枯燥程度，用name的话来说就是“再多看几遍就要吐了，我已经完全看不出修改前和修改后的区别”。
你如果看到游戏中有很迷惑的动作，那没跑了，一定是name已经在反复的微调中迷失了自我。",30,,,,,>,0,,,,,,,,,,,,,,,,800,,,800,200,,null,0
82,4,all,高级特效师,"name是二向箔游戏的高级特效师，专为公司攻克特效方面的技术难关。
name的工作非常辛苦，往往为了一些细节的反复修改而加班，最怕的就是领导来一句“我感觉不太行，还是用回第一版吧”。
即使拿着远超大多数人的工资，name仍然对前途充满了绝望，因为再过几年就35岁了，马上就要进入老年期，如果再不能证明自己的不可替代，就要被淘汰了。",30,,55,,,>,0,,,,,,,,,,,,,,,,900,,,800,200,,null,0
83,5,all,全栈视觉设计师,"name从业技术美术多年，有着极高的技术造诣，精通材质、动作、粒子、动画、着色器技术，文能画油画、水彩，理能求变换矩阵、高阶微分方程。
TA的博客非常火爆，每天都有人讨论常人看不懂的东西，今天一个新技术，明天一个“XX效果的简单实现”，后天一个“浅谈XX优化”。不知道的还以为是另一个知网。",30,,60,,,>,0,800,800,800,,800,800,,,800,,,,800,,,800,,,800,800,800,null,0
84,2,all,厨师,"name毕业后没有从事专业对口的工作，反而凭借对厨艺的一腔热血，选择了一份厨师工作。
由于工作的特殊性，每天都是11点上班，21点下班，回到家已经是半夜了。
每日与食材作伴，让name的双手变得粗糙、身上总是伴随着血腥味、手臂上星星点点地烫伤。
不过，凭借着优秀的厨艺，name的职业前景非常不错，将来的收入也会不断升高，不必担心有淘汰的风险。",,,,,,,,,,,,,,,,550,,,,,,,,500,,,,,null,0
85,2,all,奶茶销售员,"name的专业技能不足，很久都没有找到符合心意的工作。
一次路过奶茶店时，看到了招聘信息，name回忆起曾经自己学习过不少制作奶茶的知识，从此当上了奶茶销售员。
name相貌出众，做的奶茶也很好喝，吸引了不少贪图name的人天天来买奶茶喝。",,20,,10,,,,,,,,,,,,,,,,,,,,400,,,,,null,0
86,4,all,星级大厨,"name凭借优秀的烹饪技艺与丰富的烹饪经验，加入了一家星级餐厅，短短3年就升职成为了主厨，名下还有一群学徒。
name非常喜欢做中西结合菜，芝士面条、红烧牛排、酸甜炸火鸡、黄焖鱼子酱、草莓爆炒牛油果......都是name的得意作品，当然这也让这家星级餐厅饱受争议，好评差评两极分化，什么“外国人不吃，中国人也不吃”“崇洋媚外”“用脚做菜”的评论比比皆是。",,,20,,,,,,,,,,,,,600,,,,200,,,,900,,,,,null,0
87,4,all,美食研究员,"name毕业后加入了水月捞，水月捞是一家全国性美食餐厅品牌，主打新奇口味，菜品迭代迅速，每个季度只保留1样作为常驻菜品。
而name的工作就是开发新菜品，当然公司对新菜品也是有要求的，一是吃了不会出问题，二是必须保持创新，三是研究员必须自己试吃。
据说最近的折耳根味草莓打卤面就是name的作品，你或许可以去试试......",,,35,,,,,700,700,700,,,,,,600,,,,,,200,,800,,,,,null,0
88,5,all,营养学院士,"name对营养学的研究已经是国内数一数二的了，TA带领的团队解开了许多关于吃喝营养的疑难问题。
比如如何减少人体内的重金属、如何根治便秘、如何正确对待转基因食品等等，都曾是name团队攻克过的难关。不过最引人注目的不是这些，而是TA前些年发表的《关于情绪是如何对人体消化系统进行干预的研究》一文，即使你根本看不懂文中的专业术语，但简单看一下引用数就知道，
这篇看似水文的文章肯定非同寻常。",,,45,,,,,800,800,800,,,,,900,900,,,,,,400,,900,,,,,null,0
89,3,all,烹饪研究员,"name毕业后加入了一家国际大酒店，专门为客户定制美食。
工作中涉及的美食种类非常丰富，从十大菜系到西餐糕点，从烧烤火锅到生鱼饭团，虽然name也不是样样精通，但也能够满足不同客户的需求了。
最讽刺的是，上班时name能为了一盒无菌鸡蛋提前一周做好预定。下班后如果不出意外，name会选择点外卖。",,,35,,,,,700,700,700,,,,,600,800,,,,500,,200,,800,,,,,null,0
90,4,4,私厨餐厅老板,"name毕业后自认为厨艺精通，在家里的大力投资之下，开了一家私厨餐厅，由name亲自掌厨。
开店2年，name坚持采用价格高、有品牌的蔬菜肉类，每一个细节都一丝不苟，店面虽然备受好评，但生意并不火爆，只是勉强维持。
有美食评论家留言：这是一家看得见诚意的餐厅，每一个螃蟹都很大，很肥，感觉店家亏了。",,10,20,,,,,,,,,,,,,,,,,,,,,500,,,,,null,0
91,5,4,星级餐厅老板,"name毕业后没有立刻开始工作，而是周游世界，去了很多家餐厅学习，从装修、菜品、服务、原料等多个方面进行了深入的学习。
回国后name就开了一家名为“希望餐厅”的餐厅，该餐厅借鉴了许多国内外的风格，厨师也是特别聘请的星级厨师，服务员都至少是大专学历。
当然，这家餐厅的主要业务是给成功企业家们打卡，许多富贵豪门都喜欢在“希望餐厅”就餐，或许这就是名人效应？",,20,40,20,,,,,,,,,,,,,,,,,,,,900,,,,,null,0
92,2,all,盗墓者,"name在整理一些古籍时发现这么一句话“黑湖祠以北五十里，名曰二塘，埋身家无数”。顿时觉得有利可图，取到古人遗留下来的宝藏后，name对盗墓的兴趣就一发不可收拾，毕竟没有什么能够比暴富来得更爽快的事情了。
当然，name也不是什么都拿，比如瓷器、青铜器、铁器，这类宝藏没有实际价值，只能送给博物馆。言下之意就是只拿金条银锭，其他东西都没用。",,,,,10,<,0,,,,,500,,,,,,,,,,,,,500,,,100,null,0
93,3,all,盗墓团团长,"name凭借着对历史和考古的了解，在数次挖到宝藏后非常富足，但name不仅没有收手，而是成立了一个盗墓团，专门对古代豪门世家的墓地、藏金处下手，获取大量财物。
name的盗墓团非常隐蔽，对外宣称是一家地质勘探公司，很少承接勘探任务，多是自己在山间晃荡。
盗墓团虽然被揭发报官过几次，但都因为挖掘的墓地不具有历史、科学、艺术价值而逃过一劫。name也意识到团里怕官风气严重，在一次挖掘到疑似皇陵后委托村民上报，自己则带领团队跑路。之后的工作重心开始转向海外，不再“帮助别人发现古墓”。",,,30,30,20,<,0,,,,,900,,,,,,,,,,,,,900,,,500,null,0
94,2,all,考古学者,"name毕业后留在了学校，加入了一个官方的考古团队。name已经不是那个一听到考古就开始幻想粽子、机关、毒气的孩子了，而是本着认真负责的态度来对待每一寸土地，连使用地质刷都比别人轻三分。
name在工作中最期待莫的过于玉器了，TA对玉器的研究非常深入，中华上下五千年中，玉器从粗犷到精致，从抽象到写实，name能仅在看到玉器时就推断出遗址的年代。",,,10,,,>,0,,,,,500,,,,,,,,,,,,,500,,,,null,0
95,3,all,鉴宝师,"鉴宝师是最近几年热门起来的职业，最好笑的是，宝物的价格可以是金钱，也可以是时间，也可以是心肌梗塞。name通过不断地学习，考到了鉴宝师一级证书，有很强的鉴宝职业素质。
name看到宝友发现自己珍藏的宝贝都是赝品而面红耳赤的表情，就会非常兴奋。心里一阵：哈哈哈，大傻子，被骗了吧。建立在他人痛苦上的快乐真的很快乐。
",,,25,10,,>,0,,,,,500,500,,,200,,,,,,,,,600,,,,null,0
96,4,all,古生物学专家,"name毕业后留在了学校，从事古生物学的研究。name的主要研究领域是古孢粉学，这一研究化石孢子花粉的形态、分类、组合分布及其进化规律的科学对地层划分有着重大意义。
虽然很多人不理解name为什么会从事这么偏门、又不能直接收获效益的工作，但是name都耐心回答：“我们的目标是星辰大海。”
",30,,25,,,>,0,600,600,600,,700,,,,700,,,,,,,,,800,,,,null,0
97,5,all,侏罗纪博物馆雕塑家,"如果要问谁是历史、生物、考古学科里“全知全能”的人，那就非name莫属了。俗话说不会考古的生物学家不是好的雕塑家，name在博物馆里专门为那些只剩骨架的化石生物模拟复原，并且纯手工打造一比一模型。 
name会为同一种生物雕刻三种模型，一是博物馆科普用模型，二是随心抽象化模型，三是拟人化模型。其中抽象化模型会对外拍卖，拟人化模型则是抽奖送出。这一套组合拳下来，令博物馆的游客总是络绎不绝，name的名气也是越来越大，谁不想要一个售价至少几十万的大师级模型呢。",30,,20,,10,>,0,500,500,500,,800,,,,800,,,,800,,,,,800,,,,null,0
98,4,all,国家博物馆研究员,"name博览群书，知识渊博。毕业后凭借出众的才能加入了国家博物馆，成为了一名研究员。
name与众多同僚一样，做着门槛最高的工作，过着最平凡的生活。博物馆研究员可不是什么人都能当的，最低门槛都是博士，平均达到了博士后。工作中他们不是为了挣大钱，也不为哪位老板负责，更不为哪家企业负责，他们是对全人类负责！
有时候name会想，当初如果不那么努力学习，就可以做点能赚大钱然后混吃等死的工作呢。",,,45,,10,>,0,500,500,500,,800,,500,,800,,,,800,,,,,800,,,,null,0
99,3,all,古文字学专家,"name精通文学、历史、考古，对古文字有着非常深入的研究。现就职于省汉语言文学研究所，是省内为数不多的古文字学专家。
name的工作是辨认、解读、翻译古代文字、文章，著名的《新版诗经》就是name的翻译成果，《新版诗经》的用词更为通俗、暴力、露骨，着重显露古人有求必作、直来直去的思想，与其他版本的《诗经》出入很大。
name本职工作的收入并不理想，因为古文字学并不能产生直接经济效益，所以name经常开古文字展览会，通过展示文字的演变、古文字趣事等获取额外收益，现在生活也相当美满。",,,25,,,>,0,900,,,,900,,,,,,,,,,,,,900,,,,null,0
100,2,all,原画师,"name通过坚持不懈地绘画，毕业后成为了一名原画师。name的绘画水平并不出众，很少能拿出令人眼前一亮的作品，但好在name出图稳定、任劳任怨、风格持久，经常能接到大单子。
name一直梦想着能够加入一家从创意出发的游戏公司，能够为自己喜欢的游戏添砖加瓦。或许是name在氪金游戏中沉沦了太久，导致TA出图的风格越来越平庸，越来越像商业氪金游戏。",,,10,,,,,200,200,,,,,,,200,,,,,,,,,,,500,,null,0
101,3,all,绘画教师,"name是一位中学绘画教师，最喜欢的就是素描，TA教学生最多的也是素描。
name的授课风格与其他人有很大的不同，TA是完全把学生们当作艺术生来培养。name会将每周只有一节的美术课分成两部分，第一部分用来教授绘画技巧或者现场表演改画，第二部分由学生自主绘画。
最让学生们大呼过瘾的是，name会将画得最差的一幅作品拿出来修改，让学生们见识什么是绘画界的妙手回春。",,,16,27,,,,300,300,,,,,,,300,,500,,,,,,,,,600,,null,0
102,4,all,原画大触,"name的绘画水平高超，独特的粗犷硬朗画风深受粉丝喜爱。TA是去年年度游戏《玉皇大帝》的美术风格提供者，也是这款游戏主要角色的原画师。
name的作品非常由辨识度，在这个娘化、阴柔、可爱风格盛行的时期，name以血气、刚硬、粗犷的风格杀出重围，开辟出了另一种大风格，打破了萌化一统江山的局面。
name是阴柔文化的反对者，曾在空间中发文：“把男性的胸部画成女性的模样是在对我眼球的侮辱，我再也不想看到某些同行的画作。”",,,20,,,,,600,600,,,,,,,300,,,,,,,,,,,800,,null,0
103,4,all,全能画师,"name毕业后加入了智者科技，成为了庄周工作室的一名画师。庄周工作室是智者科技成立的小游戏部门，专门为智者科技旗下的设备提供一些小游戏。
name所在项目组仅有三个人，一位美术、一位策划、一位程序。所以name揽下了所有美术的工作，原画、UI、场景、建模、贴图、材质、特效等全部由name一人完成，久而久之name就变成了一位全能型选手，只要和美术相关的，name都学会了如何去完成它。
或许正式因为name的全能，让项目组产品的风格总是能让人眼前一亮，不由得发出“原来还能这样”的惊呼。",,,20,10,,,,500,500,,,,,,,300,,,,500,,,,,,500,800,,null,0
104,5,all,另类画师,"name的美术水平及其高超，绘画成就已经登峰造极，说TA是毕加索二世都不为过。
伟大的艺术家通常会在作品中深入的探索人性，在这个领域里稍有不慎就会迷失，周围通常伴随着抑郁、疯癫、痴狂。只有深陷在某种特殊精神状态下才会有伟大作品的诞生，没有足够的精神养料很容易失控。
name近期的作品非常喜欢曲线，直线、抛物线、圆弧、椭圆、双曲线都是name的“得力助手”，最近的作品还出现了正弦波，鬼知道name是怎么把这些奇奇怪怪的曲线融入作品的。",30,,25,,,,,500,500,,,,,,,800,,,,,,,,,,,800,,null,0
105,3,all,建模师,"name是二向箔游戏的建模专员，凭借一手高超的建模能力，让领导不忍心让TA去做别的事情。一直以来二向箔游戏的人物建模都是“原画美若天仙，建模毁掉所有”，直到name加入，一切才得以改变。
name也不是都会遵循原画的人，毕竟原画师经常会搞出一些反生理的东西出来，这个时候就需要建模师好好想想用什么刀子架在原画脖子上。
《论建模师是如何将纸片人盘活的》、《原画随便画我能委屈求全吗》、《谁是制片人的身躯赐予者》等诸多问题都在name这里得到了完美的解答。",,,15,,,,,,700,,,,,,,,,,,200,,,,,,500,700,,null,0
106,4,all,技术美术,"name兼修绘画与编程，能够很好地在两者之间做好衔接，成为了一名技术美术。name在一家创业影视公司工作，专为动画提供特效、渲染支持，偶尔接一些游戏公司的定制特效。
name的工作充满了新鲜感，不仅需要制作特效，还要时刻紧跟时代前沿，学习新技术、新插件。name虽然拿着高薪，但TA的紧迫感十足，因为技术美术里的东西，没有什么能用长久的，经常出现技术迭代，稍有懈怠就会跟不上队伍，被最新技术淘汰。",,,55,,,,,,900,900,,,,,,,,,,,,,,,,900,900,,null,0
107,2,all,语文教师,"name没有什么特别的爱好，毕业后考到了教师资格证，凭借不错的语文水平，当上了一名语文教师。
name经常在课堂上发表振奋人心的演讲，激励了一些学生的精神，开始奋发图强。
或许教学方式有问题，又或许是什么其他的原因。name所带的班级，考试的平均分总是没能在全年级上排到前列，虽然有几个拔尖的，但name也知道那不是自己的功劳。",,10,20,20,,>,20,700,500,500,,,,,,,,,,,,,,,,,,,null,0
108,2,all,数学教师,"name没有什么特别的爱好，毕业后考到了教师资格证，凭借不错的数学水平，当上了一名数学教师。
name经常在课堂上发表振奋人心的演讲，激励了一些学生的精神，开始奋发图强。
或许教学方式有问题，又或许是什么其他的原因。name所带的班级，考试的平均分总是没能在全年级上排到前列，虽然有几个拔尖的，但name也知道那不是自己的功劳。",,10,20,20,,>,20,500,700,500,,,,,,,,,,,,,,,,,,,null,0
109,2,all,英语教师,"name没有什么特别的爱好，毕业后考到了教师资格证，凭借不错的英语水平，当上了一名英语教师。
nam每次上课都会穿着不同风格的服装，激励了一些学生的精神，给学生留下了学好英语就会有钱的印象。
或许教学方式有问题，又或许是什么其他的原因。name所带的班级，考试的平均分总是没能在全年级上排到前列，虽然有几个拔尖的，但name也知道那不是自己的功劳。",,10,20,20,,>,20,500,500,700,,,,,,,,,,,,,,,,,,,null,0
110,2,all,理科教师,"name理科非常优秀，又没有什么特别的爱好，毕业后考到了教师资格证，当上了一名理科教师。
name经常带领学生做一些有趣的实验，激发了学生的求知欲望，提高了学生的学习成绩。
或许是教学方式有问题，又或许是什么其他的原因。name所带的班级，考试的平均分总是没能在全年级上排到前列，虽然有几个拔尖的，但name也知道那不是自己的功劳。",,10,20,20,,>,20,500,500,500,,,,500,500,500,,,,,,,,,,,,,null,0
111,2,all,文科教师,"name文科非常优秀，又没有什么特别的爱好，毕业后考到了教师资格证，当上了一名文科教师。
name经常讲一些古代人物的趣事八卦，吸引了不少学生的八卦之心，虽然对考试无用，但让学生们认知的古人开始鲜活起来。
或许是教学方式有问题，又或许是什么其他的原因。name所带的班级，考试的平均分总是没能在全年级上排到前列，虽然有几个拔尖的，但name也知道那不是自己的功劳。",,10,20,20,,>,20,500,500,500,500,500,500,,,,,,,,,,,,,,,,null,0
112,3,all,特级语文教师,"name读书时品学兼优，教书时战果累累。最出名的是，name在前年带领本校学生参加全国汉字大赛，获得第一名的成绩，可谓是轰动全市。
name作为一名资深教师，几乎不会对学生发脾气，布置的作业前总是会征求学生们的意见，防止作业过多对学生造成困扰，讲题时总会询问学生们是否能够理解，如果不能理解，TA还有很多种解体思路。善宇倾听学生混乱的提问方式，总是能够对症下药，从不做多余的讲解。
总之，name是一位深受学生们喜爱的教师。",,10,35,35,,>,20,950,700,700,,,,,,,,,,,,,,,,,,,null,0
113,3,all,特级数学教师,"name读书时品学兼优，教书时战果累累。最出名的是，name在前年带领本校学生参加全国奥数大赛，获得第一名的成绩，可谓是轰动全市。
name作为一名资深教师，几乎不会对学生发脾气，布置的作业前总是会征求学生们的意见，防止作业过多对学生造成困扰，讲题时总会询问学生们是否能够理解，如果不能理解，TA还有很多种解体思路。善宇倾听学生混乱的提问方式，总是能够对症下药，从不做多余的讲解。
总之，name是一位深受学生们喜爱的教师。",,10,35,35,,>,20,700,950,700,,,,,,,,,,,,,,,,,,,null,0
114,3,all,特级英语教师,"name读书时品学兼优，教书时战果累累。最出名的是，name在前年带领本校学生参加全国英语口语大赛，获得第一名的成绩，可谓是轰动全市。
name作为一名资深教师，几乎不会对学生发脾气，布置的作业前总是会征求学生们的意见，防止作业过多对学生造成困扰，讲题时总会询问学生们是否能够理解，如果不能理解，TA还有很多种解体思路。善宇倾听学生混乱的提问方式，总是能够对症下药，从不做多余的讲解。
总之，name是一位深受学生们喜爱的教师。",,10,35,35,,>,20,700,700,950,,,,,,,,,,,,,,,,,,,null,0
115,3,all,特级理科教师,"name读书时品学兼优，教书时战果累累。最出名的是，name在前年带领本校学生参加全国物理大赛，获得第一名的成绩，可谓是轰动全市。
name作为一名资深教师，几乎不会对学生发脾气，布置的作业前总是会征求学生们的意见，防止作业过多对学生造成困扰，讲题时总会询问学生们是否能够理解，如果不能理解，TA还有很多种解体思路。善宇倾听学生混乱的提问方式，总是能够对症下药，从不做多余的讲解。
总之，name是一位深受学生们喜爱的教师。",,10,35,35,,>,20,700,700,700,,,,700,700,700,,,,,,,,,,,,,null,0
116,3,all,特级文科教师,"name读书时品学兼优，教书时战果累累。最出名的是，name在前年带领本校学生参加全国历史大赛，获得第一名的成绩，可谓是轰动全市。
name作为一名资深教师，几乎不会对学生发脾气，布置的作业前总是会征求学生们的意见，防止作业过多对学生造成困扰，讲题时总会询问学生们是否能够理解，如果不能理解，TA还有很多种解体思路。善宇倾听学生混乱的提问方式，总是能够对症下药，从不做多余的讲解。
总之，name是一位深受学生们喜爱的教师。",,10,35,35,,>,20,700,700,700,700,700,700,,,,,,,,,,,,,,,,null,0
117,0,all,植物人,"name没有坚持下去，不再醒来。
name的大脑是有波动的，但无论如何都无法唤醒，没有任何事物能够引起name的兴趣。",,-100,-100,-100,-1000,>,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,null,0
118,1,4,继承家业,"name过于懒惰，什么都不会，什么都不愿意学。
毕业后被迫继承家业，成为了文氏集团的董事。虽然name什么都不用干，但是总会灵光一闪，四处提需求，弄得公司上下忙忙碌碌，热火朝天。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,0
119,5,1,生物学双院士,"name非常偏爱种植，经常泡在实验室里，导致TA英语、数学、选修等课程全部挂科。
TA的导师这样评价TA：“name已经不把自己当学生了，而且把自己当成了一名真正的科研学者。如果TA毕业时能拿出优秀的成功，我愿意带刀去校长室带一本学位证书出来。”
......
name毕业时拿出了一本厚厚的《叶绿动力论》，书中提出的“光合作用是最现成、最环保、有望工业化替代光伏的能源来源”，获得了大量的关注。近年来“环保”的理念屡次被歪曲、误解，众多学者也经常声讨那些虚假的环保理念，可都无济于事，而name提到的类似“烧柴最环保”更是遭到了无数人的口诛笔伐。
name在之后的时间中无视了外界对TA的质疑，潜心研究生物质能。功夫不负有心人，数年后name团队培育的“绿阴发电机”开始进入试用阶段，其真正的从制造到使用、从报废到回收，无污染的特性获得了广泛的好评，name凭此获得诺贝尔奖和双院士荣誉称号，对人类的贡献堪称巨大。",,,,,,,,,,,,,,,,950,,,,,,950,,,,,,,null,0
120,5,1,甲骨文翻译官,"name毕业后加入了国家古文字学研究所，专职研究古代文字。name所研究的文字主要是金文与篆书，这两者都是与甲骨文有很大程度上相似的文字，这就能解释为什么name被叫做“甲骨文翻译官”了。
name非常热爱自己的事业，别的同事业余时间都会去玩游戏、旅游、逛街等，培养一些兴趣爱好。而name即使业余时间，也会去给大众科普一些有趣的文字、诗词，这就是name最大的兴趣爱好。
name经常活跃在社交平台，发布的一些奇奇怪怪文字解读深得广大网友喜爱，由于古文很像一堆虫子，name还获得了“毛虫主任”的绰号。网上出现一些难以阅读的手写文字时，name的账号就会被疯狂呼叫，name也从不高冷，经常能够给出“权威解读”。总之，从事古文研究的name过得非常好。",50,,,,,,,,,,,950,,,,,,,,,,,,,950,,,,null,0
121,5,1,保送留学,"name接受了国外名校的招揽，前往国外留学。据悉，name在校成绩非常优异，几乎每门课的考试都能拿到第一，可惜的是，name参加过许多比赛，但无一获奖。
name在父亲的极力推荐下，选择了金融学，虽然成绩很好，但name知道自己并不喜欢金融学。
name只知道自己不喜欢做什么，不知道自己想做什么。",50,,,,,,,900,900,900,900,500,500,500,500,500,,,,,,,,,,,,,null,0
122,5,2,首席外交官,"name精通17门语言，不那么熟练21门语言。是柏坦加利之树外交部门的首席发言人，发言人的职责是在一定时间内就与公司相关的重大事件或时事，约见记者或举办新闻发布会、记者招待会，针对有关问题阐述本部门的观点立场。
面对记者，name纵使口才再好，在面对一些刁钻、无礼的提问时，也会哑口无言，但是name脸皮够厚，善于自嘲，总能稳住局面，避免发言事故。
name非常喜欢现在的工作和生活，能够经常与不同的人交流使name精神舒爽。name也是全公司唯一指定社交牛X症患者，而且几乎每天上演着病发现场。",50,,,60,,>,20,,,950,500,,,,,,,400,,,,,,,,,,,null,0
123,5,2,歌王,"name的歌在大学时就已经开始流行，毕业后签约终点文娱，开始了演艺圈生涯。name有非常出色的歌唱功底，又是一位创意型作曲家，还有着独特的艺术风格，非常有自己的风格。
name非常喜欢在歌曲中加入一种独特的“海妖旋律”，几乎每首歌都会有，很多歌曲一听就知道是name的。
说起来也奇怪，在说唱极为流行的当下，name在开始正真成为歌手后没有任何一首歌有说唱元素，即使歌迷们天天留言求说唱也无动于衷。
你看到name最近的动态是：“我看到今年的最佳男歌手已经不是我了，为什么各大榜单上还都是我和我的歌≡[。。]≡【图】【图】【图】”，不由得大骂一声老凡尔赛人了。",50,60,,40,,,,,,,,,,,,,950,,,,,,,,,,,,null,0
124,5,2,影帝,"name现在是一位我们耳熟能详的演员，经常在电影、电视剧、短片中作为重要角色出演。name拿过许许多多的演员奖项，就连年度最佳男演员都连续拿了两次，现在29岁的name已经不参与各大奖项的评选了，说是要把机会留给新人。（新人：礼貌？）
name在一次采访中赞扬过你，说你是“人生道路上的一盏明灯，引领我走向梦想的道路”，如果当年你没有培养TA的表演兴趣，就不会有今天的影帝。",50,60,,40,,,,,,,,,,,,,,950,,,,,,,,,,,null,0
125,5,3,气象学双院士,"name毕业后加入了省气象研究院，成为了气象预测组最年轻的成员。要问世界上算力最强大的一批计算机都是拿来做什么的？那就是预测天气，即便如此，我们的天气预报依旧经常变卦、睁眼说瞎话。而name的任务就是提高预测的准确率，通过优化计算流程、更改计算方法、调整各项参数，甚至是研究新计算公式，来不断提高预测的准确率。
name最新的成果是得出了暴雨持续后到晴天的经验公式，虽然在很多专家看来，这个公式很不讲道理，但经过多个案例的验证，它的准确率比以往任何公式都要高。
如果说卢克•霍华德是气象学之父，那name就是气象学的解剖师，name总能在无须庞杂的气象系统中，总结出漂漂亮亮的公式，现在name已经有八个以自己名字命名的公式了，人们亲切地称这些公式为“name八式”。",50,,30,,,,,,950,,,600,950,500,,,,,,,,,,,,,,,null,0
